scenario,case,duration,start,direction,envelope,deltaP_MW,baseline_window_avg_MW,activated_window_avg_MW,grid_import_MWh,grid_export_MWh,res_used_MWh,h2_min_kg,h2_max_kg,monthly_margin_MWh,weekly_min_margin_MWh,hourly_min_margin_MW
3,3,4,1,INC,RM,0.00000000,103.18710106,103.62761259,1168.72081029,4258.76866915,74278.59338242,2408.99999901,48171.12841881,6870.91631359,274.78778172,-0.00000000
3,3,4,1,DEC,PHYS,88.97108807,103.18710106,2.84320809,6287.69942215,6756.94194028,71749.27724341,12573.55900795,32783.74167900,4250.11097286,-2415.05765518,-101.68074366
3,3,4,1,DEC,RM,0.00000000,103.18710106,103.18710106,1167.11374809,4285.90368500,74307.33264928,2408.99999901,48170.79750825,6899.65839164,274.19797680,-0.00000000
3,3,4,169,INC,PHYS,0.00000000,107.17755939,107.17755939,35940.92975408,9193.47682591,44495.11727305,2408.99999975,40961.75250035,-22966.58447344,-10418.20059942,-101.68074366
3,3,4,169,INC,RM,0.00000000,107.17755939,107.32720193,9275.58677781,11615.99356244,73519.81265886,2408.99999901,48170.79750825,6121.27523930,274.19797674,-101.68074366
3,3,4,169,DEC,PHYS,104.33435130,107.17755939,2.39428050,38583.84342145,9193.47682591,41876.98965615,18853.74382444,38665.77917671,-25609.49814082,-11630.13754368,-101.68074366
3,3,4,169,DEC,RM,0.00000000,107.17755939,107.02791686,9276.25621983,11086.77303949,72989.92269390,2408.99999901,48170.79750825,5591.38527434,274.78778166,-101.68074366
3,3,4,337,INC,PHYS,104.93292143,2.39428050,107.32720193,28494.52443171,19811.19274856,62636.82342561,2408.99999939,41602.54813418,-4902.46322840,-11973.61733299,-101.68074369
3,3,4,337,INC,RM,0.00394400,2.39428050,2.39822450,8832.29584832,20013.35065625,82526.43287398,2409.00000000,36985.33647097,14961.92326134,131.32500749,-101.68074369
3,3,4,337,DEC,PHYS,0.00000000,2.39428050,2.39428050,28467.95309599,19811.19274856,62712.03345636,2408.99999939,36907.74562705,-4875.89189262,-11396.91939690,-101.68074369
3,3,4,337,DEC,RM,0.00000000,2.39428050,2.39428050,8454.78555297,21446.18976063,84336.78227500,2408.99999901,36985.33647097,16772.27266236,274.19797680,-101.68074369
3,3,4,505,INC,PHYS,0.00000000,106.87827433,106.87827433,21963.21029388,9981.18728552,59179.26423652,2408.99999901,24090.00000000,-8201.15455363,-10050.22542986,-101.68074366
3,3,4,505,INC,RM,0.00000000,106.87827433,107.32720193,6643.04400584,11588.10269265,76063.37456849,2408.99999901,24090.00000000,8725.92714155,-3090.78167647,-101.68074369
3,3,4,505,DEC,PHYS,104.33435130,106.87827433,2.54392303,24489.65962918,9719.03628147,56382.69635916,2408.99999901,24090.00000000,-10989.75489298,-10070.64919865,-101.68074373
3,3,4,505,DEC,RM,0.00000000,106.87827433,106.87827433,18856.05431631,9215.80488532,61437.09012203,2408.99999901,24090.00000000,-5859.38097626,-9511.88479924,-101.68074367
3,3,4,673,INC,PHYS,0.00000000,102.74863235,107.32720193,8641.06198761,6718.91618016,69121.65382511,2408.99999980,24090.00000000,1858.72264727,-3116.90932181,-101.68074369
3,3,4,673,INC,RM,0.00000000,102.74863235,102.89827488,7085.13028813,5830.96801561,69807.05297153,2408.99999980,24090.00000000,2526.70618221,-3100.34833083,-101.68074369
3,3,4,673,DEC,PHYS,57.61314832,102.74863235,45.13548403,30283.82745301,2651.15419584,43451.63855471,6981.21389738,48180.00000000,-23851.80480245,-10882.72760934,-101.68074366
3,3,4,673,DEC,RM,0.00000000,102.74863235,102.74863235,27312.32448664,2633.13086814,46367.76620795,5235.41939779,39724.06579155,-20898.32516377,-10463.68305562,-101.68074366
3,3,12,1,INC,PHYS,0.00000000,92.43694323,105.77490189,31522.15314419,0.00000000,39664.73709746,2409.00000000,25560.05930538,-27741.28468944,-11097.72079057,-101.68074366
3,3,12,1,INC,RM,0.00000000,92.43694323,92.81922049,1180.36801278,3648.33253799,73656.52527809,2409.00000000,48176.57191811,6248.83297925,274.79654687,-0.00000000
3,3,12,1,DEC,PHYS,50.30156387,92.43694323,10.49080744,38601.49472758,0.00000000,32671.08632658,2455.45136010,24090.00000000,-34820.62627284,-12452.32794027,-101.68074366
3,3,12,1,DEC,RM,0.00000000,92.43694323,92.43694323,1208.78207477,2789.86404211,72769.62467966,2408.99999901,48170.79750825,5361.95042202,274.19797674,-0.00000000
3,3,12,169,INC,PHYS,0.00000000,101.51058152,107.27732108,38861.70582216,9193.47682591,41589.56386764,2409.00000000,35264.21211503,-25887.36054216,-11848.57206715,-101.68074366
3,3,12,169,INC,RM,0.00000000,101.51058152,101.80986658,9294.41982304,11180.86782741,73065.85387861,2408.99999901,48170.79750825,5667.31645905,274.19797674,-101.68074366
3,3,12,169,DEC,PHYS,80.44230946,101.51058152,2.74344641,13458.46116004,13853.68498213,71648.94703416,15407.50588618,40799.73239566,4176.09227683,-1980.69872824,-101.68074366
3,3,12,169,DEC,RM,0.00000000,101.51058152,101.34056690,9969.28447718,9193.47682591,70403.59822301,2408.99999975,48180.00000000,3005.06080346,62.93373737,-101.68074366
3,3,12,337,INC,PHYS,34.02449514,11.56998008,87.76037140,29789.40520573,20019.53317234,61619.16538774,2408.99999939,36651.92958592,-5989.00357858,-11773.28345610,-101.68074369
3,3,12,337,INC,RM,0.00131467,11.56998008,11.57129475,8943.42229260,20013.35065625,82415.30642964,2409.00000000,36985.33647097,14850.79681700,64.76464856,-101.68074369
3,3,12,337,DEC,PHYS,0.00000000,11.56998008,11.56998008,28970.31466624,20019.53317234,62468.66440715,2408.99999939,36651.92958592,-5169.91303909,-10894.72682095,-101.68074369
3,3,12,337,DEC,RM,0.00000000,11.56998008,11.56998008,8933.17518241,20013.35065625,82425.55353983,2409.00000000,36985.33647097,14861.04392720,79.18117106,-101.68074369
3,3,12,505,INC,PHYS,0.00000000,100.12842409,104.03234376,23268.07435230,9801.20212635,57687.93167182,2408.99999901,48037.63521288,-9686.00377123,-11251.26483229,-101.68074366
3,3,12,505,INC,RM,0.00000000,100.12842409,100.57735168,18800.89678123,9030.14459278,61326.63129341,2408.99999901,24090.00000000,-5989.88373372,-10245.62640083,-101.68074367
3,3,12,505,DEC,PHYS,50.76911933,100.12842409,49.35930476,24768.52248005,9417.13510558,55730.69434739,2408.99999926,24090.00000000,-11570.51891987,-10066.73712472,-101.68074373
3,3,12,505,DEC,RM,0.00000000,100.12842409,100.12842409,20084.61741869,9076.66890071,60066.11639342,2408.99999959,24090.00000000,-7227.08006325,-10144.67225962,-101.68074369
3,3,12,673,INC,PHYS,0.00000000,100.41194057,107.17755939,27198.36415785,2733.98289568,46640.47993232,3558.97667336,29605.81059938,-20683.51280744,-10678.28498825,-101.68074366
3,3,12,673,INC,RM,0.00000000,100.41194057,100.66134479,25835.78507681,2515.76147869,47738.18353783,3332.15688012,48180.00000000,-19539.15514339,-10460.32114119,-101.68074366
3,3,12,673,DEC,PHYS,15.30130422,100.41194057,85.11063635,28619.32185316,2711.76546537,45103.90667856,2408.99999959,24090.00000000,-22126.68793307,-10955.06563602,-101.68074369
3,3,12,673,DEC,RM,0.00000000,100.41194057,100.41194057,28263.39880329,2518.75432931,45271.27726125,2408.99999959,24090.00000000,-21963.77601925,-10748.70557957,-101.68074370
